Operação Comercial (Realizado),Leilão,Comercialização,CEG,Tipo de Geração,Origem de Combustível,UF,Usina,UG,Potência Liberada (MW)
2018-05-04 00:00:00,02/2016,ACR,UTE.PE.PA.035718-9.01,UTE,Fóssil,PA,Monte Alegre – CEPA,9,0.846
2018-05-10 00:00:00,10/2013,ACR,EOL.CV.CE.031627-0.01,EOL,Eólica,CE,Bons Ventos Cacimbas 3,1 a 7,14.7
2018-05-12 00:00:00,08/2015,ACR,UFV.RS.BA.034153-3.01,UFV,Solar,BA,BJL 11,1 a 20,20
2018-05-16 00:00:00,01/2016,ACR,PCH.PH.SC.032162-1.01,PCH,Hídrica,SC,Barra do Leão,1,1.785
2018-05-16 00:00:00,01/2016,ACR,PCH.PH.SC.032162-1.01,PCH,Hídrica,SC,Barra do Leão,2,1.785
2018-05-18 00:00:00,03/2016,ACR,CGH.PH.TO.035747-2.01,CGH,Hídrica,TO,Palmeiras,1,2.75
2018-05-18 00:00:00,10/2013,ACR,EOL.CV.CE.031579-6.01,EOL,Eólica,CE,Bons Ventos Cacimbas 5,1 a 10,21
2018-05-18 00:00:00,10/2013,ACR,EOL.CV.CE.031621-0.01,EOL,Eólica,CE,Bons Ventos Cacimbas 4,"1,2 e 5",6.3
2018-05-18 00:00:00,10/2013,ACR,EOL.CV.CE.031621-0.01,EOL,Eólica,CE,Bons Ventos Cacimbas 4,3 e 4,4.2
2018-05-18 00:00:00,09/2015,ACR,UFV.RS.MG.033185-6.01,UFV,Solar,MG,Pirapora 2,1 a 8,7.742
2018-05-18 00:00:00,09/2015,ACR,UFV.RS.MG.033186-4.01,UFV,Solar,MG,Pirapora 3,22 a 31,9.677
2018-05-22 00:00:00,10/2013,ACR,EOL.CV.RN.031651-2.01,EOL,Eólica,RN,Cabeço Vermelho,1 a 13,26
2018-05-22 00:00:00,10/2013,ACR,EOL.CV.RN.031665-2.01,EOL,Eólica,RN,Cabeço Vermelho II,1 a 8,17.6
2018-05-25 00:00:00,03/2016,ACR,CGH.PH.MG.035745-6.01,CGH,Hídrica,MG,Santana do Deserto I,1,0.8
2018-05-25 00:00:00,03/2016,ACR,CGH.PH.MG.035745-6.01,CGH,Hídrica,MG,Santana do Deserto I,2,0.8
2018-05-26 00:00:00,09/2015,ACR,UFV.RS.MG.033185-6.01,UFV,Solar,MG,Pirapora 2,9 a 31,22.258
2018-05-26 00:00:00,05/2017,ACR,UTE.AI.SP.028094-1.01,UTE,Biomassa,SP,Colorado,6,6
2018-05-29 00:00:00,Nenhum,Fora do ACR,EOL.CV.CE.033756-0.01,EOL,Eólica,CE,Cataventos Acaraú I,1 a 14,28
2018-05-29 00:00:00,04/2015,ACR,PCH.PH.MG.028735-0.01,PCH,Hídrica,MG,Senhora do Porto,01,6
2018-05-31 00:00:00,05/2017,ACR,PCH.PH.GO.030973-7.01,PCH,Hídrica,GO,Verde 8,01,9.5
2018-06-05 00:00:00,Nenhum,Fora do ACR,PCH.PH.SC.033599-1.01,PCH,Hídrica,SC,Alto Benedito II,1,1
2018-06-05 00:00:00,Nenhum,Fora do ACR,PCH.PH.SC.033599-1.01,PCH,Hídrica,SC,Alto Benedito II,2,2.3
2018-06-05 00:00:00,Nenhum,Fora do ACR,PCH.PH.SC.033599-1.01,PCH,Hídrica,SC,Alto Benedito II,3,2.3
2018-06-13 00:00:00,06/2009,ACR,UHE.PH.PA.030354-2.01,UHE,Hídrica,PA,Belo Monte,Belo Monte 09,611.11
2018-06-16 00:00:00,10/2013,ACR,EOL.CV.CE.031611-3.01,EOL,Eólica,CE,Bons Ventos Cacimbas 7,7,2.1
2018-06-16 00:00:00,10/2013,ACR,EOL.CV.CE.031611-3.01,EOL,Eólica,CE,Bons Ventos Cacimbas 7,8,2.1
2018-06-16 00:00:00,10/2013,ACR,EOL.CV.CE.031644-0.01,EOL,Eólica,CE,Bons Ventos Cacimbas 2,"1 a 3,6,7,10 e 11",14.7
2018-06-16 00:00:00,10/2013,ACR,EOL.CV.CE.031644-0.01,EOL,Eólica,CE,Bons Ventos Cacimbas 2,5,2.1
2018-06-16 00:00:00,10/2013,ACR,EOL.CV.CE.031644-0.01,EOL,Eólica,CE,Bons Ventos Cacimbas 2,8,2.1
2018-06-16 00:00:00,Nenhum,Fora do ACR,PCH.PH.PR.034094-4.01,PCH,Hídrica,PR,Jacaré,1 e 2,5.6
2018-06-20 00:00:00,03/2016,ACR,CGH.PH.SC.031429-3.01,CGH,Hídrica,SC,Santo Tessaro,1,1
2018-06-21 00:00:00,03/2015,ACR,PCH.PH.MS.029261-3.01,PCH,Hídrica,MS,Verde 4A,02,14
2018-06-22 00:00:00,10/2013,ACR,EOL.CV.CE.031611-3.01,EOL,Eólica,CE,Bons Ventos Cacimbas 7,1,2.1
2018-06-26 00:00:00,10/2013,ACR,EOL.CV.CE.031644-0.01,EOL,Eólica,CE,Bons Ventos Cacimbas 2,9,2.1
2018-06-27 00:00:00,05/2017,ACR,PCH.PH.GO.030973-7.01,PCH,Hídrica,GO,Verde 8,02,9.5
2018-06-29 00:00:00,Nenhum,Fora do ACR,EOL.CV.BA.032759-0.01,EOL,Eólica,BA,Boa Vista da Lagoinha,1 a 15,30
2018-06-29 00:00:00,Nenhum,Fora do ACR,EOL.CV.BA.032884-7.01,EOL,Eólica,BA,Ventos do Santo Abraao,1 a 14,28
2018-06-29 00:00:00,06/2014,ACR,EOL.CV.BA.033648-3.01,EOL,Eólica,BA,Ventos da Santa Dulce,1 a 14,28
2018-06-29 00:00:00,06/2014,ACR,EOL.CV.BA.033649-1.01,EOL,Eólica,BA,Ventos da Santa Esperança,1 a 14,28
2018-06-29 00:00:00,06/2014,ACR,EOL.CV.BA.033650-5.01,EOL,Eólica,BA,Ventos do São Mário,1 a 15,30
2018-06-29 00:00:00,06/2014,ACR,EOL.CV.BA.033652-1.01,EOL,Eólica,BA,Ventos do São Paulo,1 a 14,28
2018-06-29 00:00:00,10/2013,ACR,EOL.CV.CE.031611-3.01,EOL,Eólica,CE,Bons Ventos Cacimbas 7,2,2.1
2018-07-04 00:00:00,06/2014,ACR,EOL.CV.BA.033632-7.01,EOL,Eólica,BA,Campo Largo VII,1 a 3,8.1
2018-07-04 00:00:00,06/2014,ACR,EOL.CV.BA.033632-7.01,EOL,Eólica,BA,Campo Largo VII,4 a 11,21.6
2018-07-04 00:00:00,10/2013,ACR,EOL.CV.CE.031611-3.01,EOL,Eólica,CE,Bons Ventos Cacimbas 7,3,2.1
2018-07-06 00:00:00,10/2013,ACR,EOL.CV.CE.031644-0.01,EOL,Eólica,CE,Bons Ventos Cacimbas 2,4,2.1
2018-07-07 00:00:00,10/2013,ACR,EOL.CV.CE.031611-3.01,EOL,Eólica,CE,Bons Ventos Cacimbas 7,5,2.1
2018-07-10 00:00:00,10/2013,ACR,EOL.CV.CE.031611-3.01,EOL,Eólica,CE,Bons Ventos Cacimbas 7,6,2.1
2018-07-10 00:00:00,Nenhum,Fora do ACR,UTE.AI.ES.029107-2.01,UTE,Biomassa,ES,Lasa,3,17.5
2018-07-13 00:00:00,10/2013,ACR,EOL.CV.CE.031611-3.01,EOL,Eólica,CE,Bons Ventos Cacimbas 7,4,2.1
2018-07-17 00:00:00,10/2013,ACR,PCH.PH.SC.031059-0.01,PCH,Hídrica,SC,Garça Branca,01,3.25
2018-07-17 00:00:00,10/2013,ACR,PCH.PH.SC.031059-0.01,PCH,Hídrica,SC,Garça Branca,02,3.25
2018-07-21 00:00:00,Nenhum,Fora do ACR,PCH.PH.RJ.001306-4.01,PCH,Hídrica,RJ,Lajes (Fontes Velha),01,17
2018-07-27 00:00:00,Nenhum,Fora do ACR,UTE.RU.MG.035528-3.01,UTE,Biomassa,MG,Asja Sabará,5,1.426
2018-08-02 00:00:00,03/2015,ACR,PCH.PH.RJ.032922-3.02,PCH,Hídrica,RJ,Secretário,1 a 3,2.68
2018-08-04 00:00:00,04/2017,ACR,PCH.PH.MT.000331-0.01,PCH,Hídrica,MT,Buriti,01 a 02,6.666
2018-08-04 00:00:00,04/2017,ACR,PCH.PH.MT.000331-0.01,PCH,Hídrica,MT,Buriti,03,3.334
2018-08-07 00:00:00,04/2015,ACR,PCH.PH.MG.028735-0.01,PCH,Hídrica,MG,Senhora do Porto,02,6
2018-08-09 00:00:00,05/2017,ACR,PCH.PH.GO.030973-7.01,PCH,Hídrica,GO,Verde 8,03,9.5
2018-08-10 00:00:00,02/2005,ACR,UHE.PH.MG.029458-6.01,UHE,Hídrica,MG,Simplício,Anta G1,14
2018-08-21 00:00:00,Nenhum,Fora do ACR,UTE.AI.SP.027339-2.01,UTE,Biomassa,SP,Bortolo Carolo,2,6
2018-08-22 00:00:00,06/2014,ACR,EOL.CV.BA.033628-9.01,EOL,Eólica,BA,Campo Largo III,1 a 11,29.7
2018-08-22 00:00:00,06/2014,ACR,EOL.CV.BA.033629-7.01,EOL,Eólica,BA,Campo Largo IV,1 a 11,29.7
2018-08-22 00:00:00,08/2015,ACR,UFV.RS.BA.033588-6.01,UFV,Solar,BA,Verde Vale III,1 a 13,14.3
2018-08-23 00:00:00,"",ACR,UTE.AI.PR.030724-6.01,UTE,Biomassa,PR,Geo Elétrica Tamboara,3,3.023
2018-09-05 00:00:00,Nenhum,Fora do ACR,UTE.FL.RS.035434-1.01,UTE,Biomassa,RS,Energir,1,7
2018-09-07 00:00:00,09/2015,ACR,EOL.CV.BA.032526-0.01,EOL,Eólica,BA,Ventos da Bahia I,1 a 13,28.6
2018-09-12 00:00:00,09/2015,ACR,EOL.CV.BA.032527-9.01,EOL,Eólica,BA,Ventos da Bahia III,1 a 14,30.8
2018-09-12 00:00:00,09/2015,ACR,EOL.CV.BA.032531-7.01,EOL,Eólica,BA,Ventos da Bahia IX,1 a 13,28.6
2018-09-12 00:00:00,09/2015,ACR,EOL.CV.BA.034883-0.01,EOL,Eólica,BA,Ventos da Bahia XVIII,1 a 13,28.6
2018-09-12 00:00:00,Nenhum,Fora do ACR,UTE.AI.SP.027392-9.01,UTE,Biomassa,SP,Ipiranga - Mococa,2,4
2018-09-21 00:00:00,Nenhum,Fora do ACR,EOL.CV.BA.034613-6.01,EOL,Eólica,BA,Campo Largo I,1 a 11,29.7
2018-09-28 00:00:00,Nenhum,Fora do ACR,EOL.CV.BA.034637-3.01,EOL,Eólica,BA,Campo Largo XVI,1 a 11,29.7
2018-09-29 00:00:00,08/2015,ACR,UFV.RS.PB.034085-5.01,UFV,Solar,PB,Angico I,1 a 8,27.2
2018-10-03 00:00:00,04/2015,ACR,PCH.PH.MG.028781-4.01,PCH,Hídrica,MG,Dores de Guanhães,01,7
2018-10-03 00:00:00,08/2014,ACR,UFV.RS.SP.032328-4.01,UFV,Solar,SP,Guaimbé 3,1-22,30
2018-10-05 00:00:00,06/2009,ACR,UHE.PH.PA.030354-2.01,UHE,Hídrica,PA,Belo Monte,Belo Monte 10,611.11
2018-10-06 00:00:00,06/2014,ACR,EOL.CV.BA.033633-5.01,EOL,Eólica,BA,Campo Largo XXI,1 a 11,29.7
2018-10-11 00:00:00,02/2005,ACR,UHE.PH.MG.029458-6.01,UHE,Hídrica,MG,Simplício,Anta G2,14
2018-10-16 00:00:00,08/2015,ACR,UFV.RS.PB.032926-6.01,UFV,Solar,PB,Coremas II,1 a 16,27
2018-10-16 00:00:00,04/2015,ACR,UTE.GN.BA.032545-7.01,UTE,Fóssil,BA,Prosperidade I,1 a 3,28.023
2018-10-24 00:00:00,03/2015,ACR,PCH.PH.MG.033465-0.01,PCH,Hídrica,MG,Boa Vista II,1,9.967
2018-10-27 00:00:00,06/2014,ACR,EOL.CV.PI.033621-1.01,EOL,Eólica,PI,Aura Lagoa do Barro 01,1 a 9,27
2018-10-27 00:00:00,08/2015,ACR,UFV.RS.PB.034086-3.01,UFV,Solar,PB,Malta,1 a 3 e 5 a 7,20.4
2018-10-31 00:00:00,06/2014,ACR,EOL.CV.BA.033630-0.01,EOL,Eólica,BA,Campo Largo V,1 a 11,29.7
2018-10-31 00:00:00,Nenhum,Fora do ACR,EOL.CV.BA.034643-8.01,EOL,Eólica,BA,Campo Largo XVIII,1 a 11,29.7
2018-11-02 00:00:00,06/2014,ACR,EOL.CV.BA.033631-9.01,EOL,Eólica,BA,Campo Largo VI,1 a 11,29.7
2018-11-02 00:00:00,06/2014,ACR,EOL.CV.PI.033623-8.01,EOL,Eólica,PI,Aura Lagoa do Barro 05,1 a 8,24
2018-11-07 00:00:00,03/2015,ACR,PCH.PH.MG.033465-0.01,PCH,Hídrica,MG,Boa Vista II,2,9.967
2018-11-08 00:00:00,08/2015,ACR,UFV.RS.BA.033782-0.01,UFV,Solar,BA,São Pedro II,1 a 27,27
2018-11-08 00:00:00,08/2015,ACR,UFV.RS.BA.033784-6.01,UFV,Solar,BA,São Pedro IV,1 a 27,27
2018-11-14 00:00:00,09/2015,ACR,EOL.CV.BA.034717-5.01,EOL,Eólica,BA,Ventos de Santa Emilia,1 a 5,10.5
2018-11-14 00:00:00,09/2015,ACR,EOL.CV.BA.034717-5.01,EOL,Eólica,BA,Ventos de Santa Emilia,11 a 13,6.3
2018-11-14 00:00:00,09/2015,ACR,EOL.CV.BA.034717-5.01,EOL,Eólica,BA,Ventos de Santa Emilia,6 a 10,10.5
2018-11-16 00:00:00,06/2014,ACR,UTE.GN.AM.031888-4.01,UTE,Fóssil,AM,Mauá 3,2,189.55
2018-11-20 00:00:00,04/2015,ACR,PCH.PH.MG.028781-4.01,PCH,Hídrica,MG,Dores de Guanhães,02,7
2018-11-21 00:00:00,05/2017,ACR,PCH.PH.GO.030973-7.01,PCH,Hídrica,GO,Verde 8,04,1.5
2018-11-23 00:00:00,Nenhum,Fora do ACR,EOL.CV.BA.034636-5.01,EOL,Eólica,BA,Campo Largo XV,1 a 11,29.7
2018-11-24 00:00:00,09/2015,ACR,EOL.CV.BA.034736-1.01,EOL,Eólica,BA,Ventos de Santa Aparecida,1 a 5,10.5
2018-11-24 00:00:00,09/2015,ACR,EOL.CV.BA.034736-1.01,EOL,Eólica,BA,Ventos de Santa Aparecida,11 a 13,6.3
2018-11-24 00:00:00,09/2015,ACR,EOL.CV.BA.034736-1.01,EOL,Eólica,BA,Ventos de Santa Aparecida,6 a 10,10.5
2018-11-24 00:00:00,09/2015,ACR,EOL.CV.BA.034738-8.01,EOL,Eólica,BA,Ventos da Santa Beatriz,1 a 5,10.5
2018-11-24 00:00:00,09/2015,ACR,EOL.CV.BA.034738-8.01,EOL,Eólica,BA,Ventos da Santa Beatriz,11 a 13,6.3
2018-11-24 00:00:00,09/2015,ACR,EOL.CV.BA.034738-8.01,EOL,Eólica,BA,Ventos da Santa Beatriz,6 a 10,10.5
2018-11-24 00:00:00,09/2015,ACR,EOL.CV.BA.034739-6.01,EOL,Eólica,BA,Ventos do São Gabriel,1 a 5,10.5
2018-11-24 00:00:00,09/2015,ACR,EOL.CV.BA.034739-6.01,EOL,Eólica,BA,Ventos do São Gabriel,11 a 13,6.3
2018-11-24 00:00:00,09/2015,ACR,EOL.CV.BA.034739-6.01,EOL,Eólica,BA,Ventos do São Gabriel,6 a 10,10.5
2018-11-24 00:00:00,09/2015,ACR,EOL.CV.BA.034742-6.01,EOL,Eólica,BA,Ventos de Santa Aurora,1 a 5,10.5
2018-11-24 00:00:00,09/2015,ACR,EOL.CV.BA.034742-6.01,EOL,Eólica,BA,Ventos de Santa Aurora,11 a 13,6.3
2018-11-24 00:00:00,09/2015,ACR,EOL.CV.BA.034742-6.01,EOL,Eólica,BA,Ventos de Santa Aurora,6 a 10,10.5
2018-11-24 00:00:00,03/2015,ACR,PCH.PH.MG.033465-0.01,PCH,Hídrica,MG,Boa Vista II,3,9.967
2018-11-27 00:00:00,06/2014,ACR,EOL.CV.PI.033618-1.01,EOL,Eólica,PI,Aura Lagoa do Barro 07,1 a 9,27
2018-11-28 00:00:00,09/2015,ACR,UFV.RS.CE.033917-2.01,UFV,Solar,CE,Apodi I,1 a 34,33
2018-11-28 00:00:00,09/2015,ACR,UFV.RS.CE.033918-0.01,UFV,Solar,CE,Apodi II,1 a 34,33
2018-11-28 00:00:00,09/2015,ACR,UFV.RS.CE.033919-9.01,UFV,Solar,CE,Apodi III,1 a 34,33
2018-11-28 00:00:00,09/2015,ACR,UFV.RS.CE.033920-2.01,UFV,Solar,CE,Apodi IV,1 a 34,33
2018-11-28 00:00:00,06/2009,ACR,UHE.PH.PA.030354-2.01,UHE,Hídrica,PA,Belo Monte,Belo Monte 11,611.11
2018-12-01 00:00:00,06/2014,ACR,EOL.CV.PI.033625-4.01,EOL,Eólica,PI,Aura Queimada Nova 03,1 a 3,9
2018-12-06 00:00:00,06/2009,ACR,UHE.PH.PA.030354-2.01,UHE,Hídrica,PA,Belo Monte,Belo Monte 12,611.11
2018-12-07 00:00:00,09/2015,ACR,UFV.RS.BA.034158-4.01,UFV,Solar,BA,BJL 4,1 a 20,20
2018-12-12 00:00:00,09/2015,ACR,EOL.CV.BA.032462-0.01,EOL,Eólica,BA,Serra da Babilônia II,1 a 12,28.2
2018-12-12 00:00:00,09/2015,ACR,EOL.CV.BA.032465-5.01,EOL,Eólica,BA,Serra da Babilônia IX,1 a 12,28.2
2018-12-12 00:00:00,09/2015,ACR,EOL.CV.BA.032466-3.01,EOL,Eólica,BA,Serra da Babilônia VI,1 a 11,25.85
2018-12-12 00:00:00,09/2015,ACR,EOL.CV.BA.032467-1.01,EOL,Eólica,BA,Serra da Babilônia VII,1 a 12,28.2
2018-12-12 00:00:00,09/2015,ACR,EOL.CV.BA.032468-0.01,EOL,Eólica,BA,Serra da Babilônia VIII,1 a 12,28.2
2018-12-12 00:00:00,09/2015,ACR,EOL.CV.BA.032469-8.01,EOL,Eólica,BA,Serra da Babilônia  X,1 a 12,28.2
2018-12-12 00:00:00,09/2015,ACR,EOL.CV.BA.032470-1.01,EOL,Eólica,BA,Serra da Babilônia XI,1 a 12,28.2
2018-12-12 00:00:00,09/2015,ACR,EOL.CV.BA.032471-0.01,EOL,Eólica,BA,Serra da Babilônia XII,1 a 12,28.2
2018-12-12 00:00:00,09/2015,ACR,UFV.RS.BA.033928-8.01,UFV,Solar,BA,Juazeiro Solar I,1 a 14,14
2018-12-12 00:00:00,09/2015,ACR,UFV.RS.MG.034073-1.01,UFV,Solar,MG,Guimarania 1,1 a 31,31
2018-12-12 00:00:00,09/2015,ACR,UFV.RS.MG.034074-0.01,UFV,Solar,MG,Guimarania 2,1 a 31,31
2018-12-13 00:00:00,06/2014,ACR,EOL.CV.PI.033622-0.01,EOL,Eólica,PI,Aura Lagoa do Barro 02,1 a 9,27
2018-12-13 00:00:00,09/2015,ACR,UFV.RS.BA.033930-0.01,UFV,Solar,BA,Juazeiro Solar III,1 a 30,30
2018-12-15 00:00:00,03/2015,ACR,UTE.AI.GO.030355-0.01,UTE,Biomassa,GO,Codora,3,20
2018-12-18 00:00:00,06/2014,ACR,EOL.CV.PI.033624-6.01,EOL,Eólica,PI,Aura Lagoa do Barro 06,1 a 9,27
2018-12-18 00:00:00,09/2015,ACR,UFV.RS.BA.033929-6.01,UFV,Solar,BA,Juazeiro Solar II,1 a 14,14
2018-12-19 00:00:00,09/2015,ACR,UFV.RS.BA.033931-8.01,UFV,Solar,BA,Juazeiro Solar IV,1 a 8,8
2018-12-19 00:00:00,09/2015,ACR,UFV.RS.BA.033931-8.01,UFV,Solar,BA,Juazeiro Solar IV,9 a 16,8
2018-12-19 00:00:00,08/2015,ACR,UFV.RS.PB.034086-3.01,UFV,Solar,PB,Malta,4 e 8,6.8
2018-12-21 00:00:00,Nenhum,Fora do ACR,EOL.CV.BA.034633-0.01,EOL,Eólica,BA,Campo Largo II,"1, 10 e 11",8.1
2018-12-21 00:00:00,Nenhum,Fora do ACR,EOL.CV.BA.034633-0.01,EOL,Eólica,BA,Campo Largo II,"2, 3 e 4",8.1
2018-12-21 00:00:00,Nenhum,Fora do ACR,EOL.CV.BA.034633-0.01,EOL,Eólica,BA,Campo Largo II,5 a 9,13.5
2018-12-21 00:00:00,06/2014,ACR,EOL.CV.PI.033619-0.01,EOL,Eólica,PI,Aura Lagoa do Barro 03,1 a 9,27
2018-12-22 00:00:00,07/2011,ACR,EOL.CV.CE.030918-4.01,EOL,Eólica,CE,Ubatuba,1 a 6,12.6
2018-12-22 00:00:00,07/2011,ACR,EOL.CV.CE.030920-6.01,EOL,Eólica,CE,Goiabeira,1 a 11,23.1
2018-12-22 00:00:00,07/2011,ACR,EOL.CV.CE.030924-9.01,EOL,Eólica,CE,Santa Catarina,1 a 9,18.9
2018-12-22 00:00:00,07/2011,ACR,EOL.CV.CE.030925-7.01,EOL,Eólica,CE,Ventos de Horizonte,1 a 8,16.8
2018-12-22 00:00:00,07/2011,ACR,EOL.CV.CE.030926-5.01,EOL,Eólica,CE,Pitombeira,1 a 13,27.3
2018-12-22 00:00:00,08/2014,ACR,EOL.CV.RN.030701-7.01,EOL,Eólica,RN,Dreen Cutia,1 a 11,23.1
2018-12-22 00:00:00,09/2015,ACR,UFV.RS.BA.033928-8.01,UFV,Solar,BA,Juazeiro Solar I,15 a 30,16
2018-12-22 00:00:00,Nenhum,Fora do ACR,UTE.AI.ES.029150-1.01,UTE,Biomassa,ES,Alcon,3,33
2018-12-22 00:00:00,06/2014,ACR,UTE.GN.AM.031888-4.01,UTE,Fóssil,AM,Mauá 3,3,211.65
2018-12-27 00:00:00,09/2015,ACR,EOL.CV.BA.034777-9.01,EOL,Eólica,BA,Pedra do Reino IV,1 a 10,20
2018-12-27 00:00:00,09/2015,ACR,UFV.RS.BA.033931-8.01,UFV,Solar,BA,Juazeiro Solar IV,17 a 22,6
2018-12-28 00:00:00,03/2016,ACR,CGH.PH.SC.035742-1.01,CGH,Hídrica,SC,Médio Garcia,1,1
2018-12-28 00:00:00,05/2017,ACR,EOL.CV.MA.037972-7.01,EOL,Eólica,MA,Delta 5 II,10,2.7
2018-12-28 00:00:00,05/2017,ACR,EOL.CV.MA.037972-7.01,EOL,Eólica,MA,Delta 5 II,7,2.7
2018-12-28 00:00:00,05/2017,ACR,EOL.CV.MA.037972-7.01,EOL,Eólica,MA,Delta 5 II,8,2.7
2018-12-28 00:00:00,05/2017,ACR,EOL.CV.MA.037972-7.01,EOL,Eólica,MA,Delta 5 II,9,2.7
2018-12-28 00:00:00,05/2017,ACR,EOL.CV.MA.037976-0.01,EOL,Eólica,MA,Delta 5 I,1 a 2,5.4
2018-12-28 00:00:00,05/2017,ACR,EOL.CV.MA.037976-0.01,EOL,Eólica,MA,Delta 5 I,10,2.7
2018-12-28 00:00:00,05/2017,ACR,EOL.CV.MA.037976-0.01,EOL,Eólica,MA,Delta 5 I,3 a 4,5.4
2018-12-28 00:00:00,05/2017,ACR,EOL.CV.MA.037976-0.01,EOL,Eólica,MA,Delta 5 I,5,2.7
2018-12-28 00:00:00,05/2017,ACR,EOL.CV.MA.037976-0.01,EOL,Eólica,MA,Delta 5 I,6,2.7
2018-12-28 00:00:00,05/2017,ACR,EOL.CV.MA.037976-0.01,EOL,Eólica,MA,Delta 5 I,7,2.7
2018-12-28 00:00:00,05/2017,ACR,EOL.CV.MA.037976-0.01,EOL,Eólica,MA,Delta 5 I,8 e 9,5.4
2018-12-28 00:00:00,06/2014,ACR,EOL.CV.PI.033620-3.01,EOL,Eólica,PI,Aura Lagoa do Barro 04,1 a 9,27
2018-12-29 00:00:00,08/2014,ACR,EOL.CV.RN.030699-1.01,EOL,Eólica,RN,Dreen Guajiru,1 a 10,21
2018-12-29 00:00:00,08/2014,ACR,EOL.CV.RN.030700-9.01,EOL,Eólica,RN,GE Jangada,3 a 13,23.1
2018-12-29 00:00:00,08/2014,ACR,EOL.CV.RN.030702-5.01,EOL,Eólica,RN,GE Maria Helena,"1,2 e 9 a 13",14.7
2018-12-29 00:00:00,08/2014,ACR,EOL.CV.RN.032354-3.01,EOL,Eólica,RN,Esperança do Nordeste,1 a 13,27.3
2018-12-29 00:00:00,08/2014,ACR,EOL.CV.RN.032356-0.01,EOL,Eólica,RN,Potiguar,4 a 13,21
2019-01-04 00:00:00,06/2014,ACR,EOL.CV.BA.033636-0.01,EOL,Eólica,BA,Umburanas 21,1 a 9,22.5
2019-01-05 00:00:00,08/2014,ACR,EOL.CV.RN.032355-1.01,EOL,Eólica,RN,Paraíso dos Ventos do Nordeste,1 a 13,27.3
2019-01-05 00:00:00,06/2014,ACR,EOL.CV.RN.033666-1.01,EOL,Eólica,RN,Boa Esperança I,1 a 14,30.8
2019-01-08 00:00:00,05/2017,ACR,EOL.CV.MA.037972-7.01,EOL,Eólica,MA,Delta 5 II,6,2.7
2019-01-09 00:00:00,09/2015,ACR,UFV.RS.MG.033990-3.01,UFV,Solar,MG,Paracatu 3,1 a 33,33
2019-01-09 00:00:00,09/2015,ACR,UFV.RS.MG.033991-1.01,UFV,Solar,MG,Paracatu 4,1 a 33,33
2019-01-09 00:00:00,09/2015,ACR,UFV.RS.MG.033999-7.01,UFV,Solar,MG,Paracatu 1,1 a 33,33
2019-01-10 00:00:00,05/2017,ACR,EOL.CV.MA.037970-0.01,EOL,Eólica,MA,Delta 6 I,1 e 2,5.4
2019-01-10 00:00:00,05/2017,ACR,EOL.CV.MA.037970-0.01,EOL,Eólica,MA,Delta 6 I,3,2.7
2019-01-10 00:00:00,05/2017,ACR,EOL.CV.MA.037970-0.01,EOL,Eólica,MA,Delta 6 I,4 a 5,5.4
2019-01-10 00:00:00,05/2017,ACR,EOL.CV.MA.037970-0.01,EOL,Eólica,MA,Delta 6 I,6 a 7,5.4
2019-01-10 00:00:00,05/2017,ACR,EOL.CV.MA.037970-0.01,EOL,Eólica,MA,Delta 6 I,8,2.7
2019-01-10 00:00:00,05/2017,ACR,EOL.CV.MA.037970-0.01,EOL,Eólica,MA,Delta 6 I,9 a 11,8.1
2019-01-10 00:00:00,05/2017,ACR,EOL.CV.MA.037972-7.01,EOL,Eólica,MA,Delta 5 II,1 a 5,13.5
2019-01-11 00:00:00,04/2015,ACR,PCH.PH.MG.028426-2.01,PCH,Hídrica,MG,Fortuna II,01,3
2019-01-11 00:00:00,09/2015,ACR,UFV.RS.BA.033929-6.01,UFV,Solar,BA,Juazeiro Solar II,15 a 18,4
2019-01-16 00:00:00,03/2018,ACR,CGH.PH.MG.028570-6.01,CGH,Hídrica,MG,Nova Ponte Queimada II,4 e 5,3
2019-01-18 00:00:00,03/2015,ACR,PCH.PH.MS.029260-5.01,PCH,Hídrica,MS,Verde 4,01,9.5
2019-01-24 00:00:00,09/2015,ACR,UFV.RS.BA.033931-8.01,UFV,Solar,BA,Juazeiro Solar IV,25 a 30,6
2019-01-25 00:00:00,05/2017,ACR,EOL.CV.MA.037967-0.01,EOL,Eólica,MA,Delta 6 II,1 a 3,8.1
2019-01-25 00:00:00,05/2017,ACR,EOL.CV.MA.037967-0.01,EOL,Eólica,MA,Delta 6 II,4,2.7
2019-01-25 00:00:00,05/2017,ACR,EOL.CV.MA.037967-0.01,EOL,Eólica,MA,Delta 6 II,5 a 6,5.4
2019-01-25 00:00:00,05/2017,ACR,EOL.CV.MA.037967-0.01,EOL,Eólica,MA,Delta 6 II,7,2.7
2019-01-25 00:00:00,05/2017,ACR,EOL.CV.MA.037967-0.01,EOL,Eólica,MA,Delta 6 II,8 a 9,5.4
2019-01-29 00:00:00,06/2014,ACR,EOL.CV.RN.033642-4.01,EOL,Eólica,RN,São Bento do Norte II,1 a 11,23.1
2019-01-31 00:00:00,06/2014,ACR,EOL.CV.RN.033640-8.01,EOL,Eólica,RN,São Bento do Norte I,1 a 11,23.1
2019-02-01 00:00:00,08/2014,ACR,UFV.RS.PB.032311-0.01,UFV,Solar,PB,Coremas I,1 a 16,27
